Instance,Submission Date,Submitter,Lat,Long,UniqueCode,District,14273350|Interviewee,School_Name,14273351|What kind of public institution is this?,Category,Type,14283355|Photo of Water Point,Improved_Water,14274381|What is the type of the water point/system?,14282353|What is the type of the water point?,14276355|Does the public institution have its own water point or does it share one with the community?,14274384|How many student/patients/patrons/staff use this water point/system?,14281365|Do any other community members use this water point/system?,14279375|How many additional community members use this water point/system?,14278375|What year was the water point/system constructed or rehabilitated?,14286350|Is the water point part of a Water For People supported project?,14275349|What role did Water For People play?,Enough_Water,14282355|Why doesn't the source provide enough water every day?,14283361|What months are there shortages?,14286354|How many hours a day is water available?,14277350|Is any water treatment done at the water point/system?,14280335|What water treatment is being done?,14282359|Has the water system been down for more than 1 day in the last 30 days (except for routine maintenance)?,14281370|How many days did it take to get it repaired?,14276364|Why was the system down for more than 1 day?,14273360|Have any major repairs been completed on the point/system in the past year?,14274390|What was repaired/replaced?,14275352|How much did the repairs cost?,14273361|Are there any current problems with the system that require attention?,14284364|What is the current problem?,14285366|Is water available from the system on the day of the visit?,14282364|Why isn't water available from the system on the day of the visit?,14276370|Was the Residual Chlorine within the permissible limit?,14285370|Residual Chlorine,14286366|Does the quantity of water available on the day of the visit meet government standards?,14237503|Why is there an inadequate amount of water?,14280345|Where does the money come from to operate and maintain the water point/system?,14281378|Photo of Sanitation Technology,14274397|Does the public institution have an improved sanitation facility?,14281379|What is the type of the improved sanitation technology?,14278388|What type of unimproved sanitation does the public institution use?,14273370|In what year was the sanitation technology implemented?,14278389|How many latrines are there for girls?,14276373|How many urinals are there for girls?,14237506|How many latrines are there for boys?,14273371|How many urinals are there for boys?,14281380|How many unisex latrines are there?,14279392|Is there evidence that the latrines are being used?,Funtioning_Optimally,14275367|What are the current problems?,Clean,Water_available,Soap_Available,14286373|When do you wash your hands with soap or other cleansing agent?,14281382|Is this a secondary school?,14284374|Is there any changing room attached with the sanitation block?,14286375|Is there any incinerator attached with the changing room?,Sanitary_Napkin,14274402|Is there utensil washing station available?,14277363|Is there any bathing enclosure in the toilet block or school?
20630748,14-09-2013 07:03:24 UTC,null,21.76225994,88.12490772,rrqsp8rl,South 24 Parganas,prasanta pramanik,khutikata tilotama f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1574502166820.jpg,Yes,Mark II,,Has its own water point/system,97,Yes,250,2008,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1631373962473.jpg,Yes,Improved Pit Latrine,,2002,0,1,1,1,0,Yes,Yes,Structural Problems,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20717025,08-08-2011 20:10:52 UTC,samaresh,21.73739361,88.12487678,rqlolmw0,East Medinipur,sunirmal mandal,khansahebabad matangini f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto905155548099.jpg,Yes,Mark II,,Has its own water point/system,107,Yes,125,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto763826965335.jpg,Yes,Improved Pit Latrine,,2012,1,4,1,2,0,Yes,Yes,Structural Problems,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20702413,28-09-2013 07:23:50 UTC,BESUS,23.08538203,88.56199408,tgj0g4c3,Nadia,Partha Pratim Chakrabourty,Dhanicha High School,School,Co-education,Non-Primary,,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1255,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,,Yes,Pour  Flush Toilet with Septic Tank,,2009,2,6,2,10,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Eating|After Handling Livestock,No,,,,Yes,
20713898,07-03-2011 21:53:12 UTC,ss sagar samaresh,21.78427955,88.16021797,rsr7pr42,South 24 Parganas,binaykrishna mondal,gobinda pur tarachand high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5210025177089.jpg,Yes,Mark II,,Has its own water point/system,815,Yes,500,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,No,Long Down Times,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4847005218592.jpg,Yes,Improved Pit Latrine,,2011,2,4,3,4,0,Yes,Yes,No Water to Flush Latrine,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20622254,06-09-2013 07:40:32 UTC,null,21.6906379,88.1111583,rogcmq3b,South 24 Parganas,sutapa ojha,manasadwip kanakmemorial girls high school,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1290137908941.jpg,Yes,Mark II,,Has its own water point/system,600,Yes,50,2006,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1394079925543.jpg,Yes,Improved Pit Latrine,,2011,3,5,0,0,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,No
19503086,22-08-2013 16:35:37 UTC,Bill,21.93013044,87.87556115,rzgfuajn,East Medinipur,swapan das,begunabari hihj school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto102278295786671.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,930,No,,2012,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Chlorination,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto101814613291552.jpg,Yes,Pour Flush Latrine,,2012,3,4,2,6,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20624501,12-09-2013 08:24:11 UTC,ss sagar samir maity,21.83291163,88.13713323,ruznm5cr,South 24 Parganas,badal kumar maity,pathar pratima f.p school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto37238143592925.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,98,Yes,150,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto37159580879302.jpg,Yes,Improved Pit Latrine,,2011,1,1,1,1,0,Yes,No,,Yes,No,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20107441,11-09-2013 09:01:33 UTC,Manikjore,21.94262338,87.59828579,s013gmz2,East Medinipur,Sadesh Kumar Jana.,Chakbhabani Madankishor Nirodamoyee Vidyayatan.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1124605114849.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,985,Yes,35,2007,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1170159893900.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2007,2,3,1,4,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20226808,29-08-2013 06:02:44 UTC,Ashok. Sabuj Sangha,21.86167358,88.40716818,rwb7wv8n,South 24 Parganas,Sarbeswar Dolai,Mahesh pur state plan F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto344343261720.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,45,No,,2004,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto525987732033.jpg,Yes,Pour Flush Latrine,,2003,1,1,1,1,0,Yes,Yes,No Water to Flush Latrine,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
20336278,12-09-2013 10:11:22 UTC,NAIHATI PROLIFE,23.11268598,88.69158945,ths5titf,Nadia,Asit Kr. Bose,Gourisail Gouripur Ananda Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto733276562603.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1302,No,,2011,No,,Yes,,,,Yes,Filtration,No,,,Yes,Broken parts of sanitation Block,12000,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto875373791608.jpg,Yes,Flush Toilet,,2011,2,2,2,7,0,Yes,No,,No,No,No,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,No
20708727,30-09-2013 16:27:39 UTC,BESU,22.88568168,88.60712492,t7cqtq2f,North 24 Parganas,Sital Chandra Roy,Chaturdas Palli High School,School|Church,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1799088531524.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1756,No,,2007,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Yes,Tank replace,4500,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2090191955711.jpg,Yes,Pour Flush Latrine,,2008,3,7,3,7,0,Yes,Yes,"No Water to Flush Latrine|Latrine is Full|Some parts broken,drainage problem,no running water.",Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20705499,30-09-2013 11:16:52 UTC,null,23.03570661,88.48070364,te8ummdj,Nadia,TAPAS ROY,SHIKARPUR VIVEKANANDA HIGH SCHOOL,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto688508740464.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1150,No,,2011,Yes,Hardware,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto553411816639.jpg,Yes,Pour Flush Latrine,,2011,2,3,2,10,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,No
19658074,26-08-2013 08:58:04 UTC,Denise Kahofer  Xylem,21.72765035,88.16003914,rq5kpfy8,South 24 Parganas,Sagar Chandra Khanra,Sumatinagar Saraju F.P. School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5948894714655.jpg,Yes,Play Pump,,Has its own water point/system,114,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6595960602135.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,1,2,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,Yes,
20107349,05-09-2013 09:02:52 UTC,SARBODAY SANGHA,21.91750868,87.85320934,ryvjvtc4,East Medinipur,Atish Pattanayek,Dekhali High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2535393344852.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,634,No,,2011,Yes,Technical Advice,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2602240329715.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,3,5,3,5,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,Yes,Yes
20721966,05-08-2011 21:58:30 UTC,samaresh,21.64616448,88.10671637,rmet02wb,South 24 Parganas,Bimal Kumar Mandal,Prasadpur Atal Bidya Bhaban,School|Church,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1166682159427.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,879,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1120282806400.jpg,Yes,Improved Pit Latrine,,2010,3,4,3,7,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20705396,01-10-2013 07:18:09 UTC,BESUS,22.98283547,88.49388389,tbtevv62,Nadia,SUBODH KUMAR PAL,LICHUTALA VIVEKANANDA ADARSHA VIDYALAYA,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1861652722264.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1900,No,,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1942035870457.jpg,Yes,Pour Flush Latrine,,2011,2,8,1,10,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,No,No
20220383,06-09-2013 08:36:25 UTC,Gurupada. Sabuj Sangha,21.82703667,88.47662991,rupxjc9q,South 24 Parganas,Kaberi Maity,Suvasnagar Birendra F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto714225830096.jpg,Yes,Mark II,,Has its own water point/system,85,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto675257141131.jpg,Yes,Improved Pit Latrine|Pour  Flush Toilet with Septic Tank,,2010,1,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,No,
20623398,11-09-2013 07:22:50 UTC,ss sagar samir maity,21.81898584,88.11060134,rucm9bgy,South 24 Parganas,prakash chandra das,mandirtala panditpara f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto415590728763.jpg,Yes,Mark II,,Has its own water point/system,61,Yes,50,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto652700653081.jpg,Yes,Improved Pit Latrine,,2008,1,1,1,1,0,Yes,No,,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20617774,04-09-2013 13:49:11 UTC,SSDC-SRIDHAR,21.80401149,88.33384504,rtnuzglm,South 24 Parganas,Mintu Patra,Dk.Gopalnagar Asgarsmrity F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9214882083392.jpg,Yes,Mark II,,Shares the community water point/system,122,Yes,380,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training,Yes,,,,Yes,Don't Know,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9314951846576.jpg,Yes,Pour Flush Latrine,,2011,1,1,1,1,0,Yes,No,,No,No,No,After Defecating|Before Cooking|Before Eating,No,,,,No,
20623252,10-09-2013 06:21:17 UTC,ss sagar samir maity,21.82210758,88.12163289,ruhs0kao,South 24 Parganas,majedali khan,bamankhali prajamongal f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1335106872561.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,64,Yes,200,1960,No,,No,Irregular Supply|Broken Parts/System|Others,,,No,,Yes,30,Lack of Money|Don't Know,No,,,Yes,Broken Parts|Poor Water Quality,No,System is Broken|System is Down for Maintenance or Repair|Others,Not Applicable,,,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1277000671390.jpg,Yes,Improved Pit Latrine,,2011,2,2,1,3,0,Yes,No,,Yes,No,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
19640072,26-08-2013 13:21:13 UTC,Bill,21.67560789,88.09865329,rnrhs7ru,South 24 Parganas,Himadri sahu,pirusoutompur maduapata f.p svhool,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto254674101084647.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,75,Yes,400,1992,No,,Yes,,,,Yes,Chlorination,Yes,2,Lack of Money|Parts Not Available,No,,,No,,Yes,,Not Applicable,,Yes,,Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto254737372019706.jpg,Yes,Pour Flush Latrine,,2012,3,1,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating|After Handling Livestock,No,,,,Yes,
20631604,16-09-2013 06:29:21 UTC,null,21.75511394,88.15536701,rrezlr2p,South 24 Parganas,madhusadan das,koylapara s.d.high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3668864746153.jpg,Yes,Mark II,,Has its own water point/system,1500,Yes,50,2003,No,,No,Long Down Times,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3697809692442.jpg,Yes,Improved Pit Latrine,,2007,2,4,2,5,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,No,Yes
20448676,12-02-2011 23:56:35 UTC,ss sagar ganesh das,21.72465511,88.15826741,rq0m3ege,South 24 Parganas,dibendu mandal,south haradhan jr.besic school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2419395019549.jpg,Yes,Force lift Pump,,Has its own water point/system,205,No,,2008,Yes,Technical Advice|Software/Capacity Building/Training,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Could Not Calculate,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2544047882098.jpg,Yes,Improved Pit Latrine,,2012,1,1,1,4,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Yes,
20014650,23-08-2013 07:42:29 UTC,Gurupada. Sabuj Sangha,21.88432725,88.31354101,rxcofnpb,South 24 Parganas,Rajib Shau,Taranagar Mundapara F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1118042114266.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,30,Yes,30,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,Community Water Committee,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto895350555426.jpg,No,,Unimproved Pit Latrine,,,,,,,,,,,,,After Defecating|After Eating|Before Cooking|Before Eating,,,,,No,
20624222,05-09-2013 09:24:35 UTC,null,21.72335204,88.12617606,rpygp1kd,South 24 Parganas,abhiram das,kamalpur jr high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto479433593753.jpg,Yes,Gravity Fed System,,Has its own water point/system,204,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto814268433237.jpg,Yes,Improved Pit Latrine,,2011,2,3,1,6,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,Yes,No
20055445,29-08-2013 08:55:00 UTC,Manikjore,21.92411483,87.70278272,rz6hfb1f,East Medinipur,Nirupam Kumar Pradhan,Analberia High School.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6809197217203.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,1500,No,,2009,No,,No,Rationing,,8,No,,No,,,Yes,Cylinder,850,No,,Yes,,Not Applicable,,No,Rationing,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6685382367345.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2012,3,6,3,12,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20055442,29-08-2013 07:48:00 UTC,Manikjore,21.92372491,87.6924056,rz5u7ed8,East Medinipur,Uma Rani Giri.,Haturia Dalbar P.S. Girls School,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3468280530053.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,230,Yes,30,2011,No,,Yes,,,,No,,Yes,2,No Plumber/No one knows how to fix,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3553233655055.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,3,3,0,0,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
20628305,10-09-2013 10:58:18 UTC,ss sagar samir maity,21.80765952,88.10340467,rttvp70q,South 24 Parganas,souman bag,mandirtala menon f.p.scool,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2649876220918.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,258,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2914641510223.jpg,Yes,Improved Pit Latrine,,2012,1,2,2,5,0,Yes,No,,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,No,,,,No,
20144998,02-09-2013 12:20:40 UTC,test,22.85976872,88.52440816,t65vm5fg,North 24 Parganas,Rita Saha,Adhata Girls High School,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto683921368901.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,467,No,,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto884409009282.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,450,7,2,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,No
20727266,06-08-2011 21:41:15 UTC,samaresh,21.70681917,88.08709052,rp73y2p2,South 24 Parganas,Haradhan Khatuya,Bishnupur FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1317982178154.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,115,Yes,120,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1374436981620.jpg,Yes,Improved Pit Latrine,,2010,1,2,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20630726,16-09-2013 06:55:58 UTC,ss sagar samir maity,21.76284417,88.15231312,rrrrtto3,South 24 Parganas,suresh chandra maity,koylapara atyaik f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4643553894107.jpg,Yes,Mark II,,Has its own water point/system,54,Yes,75,2005,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4667783660952.jpg,Yes,Improved Pit Latrine,,2012,1,2,1,2,0,Yes,No,,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20116056,29-08-2013 08:40:19 UTC,SARBODAY SANGHA,21.81181061,87.91055753,ru0rdh6p,East Medinipur,Alok Das,Amritbharati Vidyabhaban,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3721562207359.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,591,No,,2010,No,,Yes,,,,No,,Yes,2,No Plumber/No one knows how to fix,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3497965527674.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,2,5,2,8,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20701833,30-09-2013 16:21:08 UTC,null,23.09088549,88.61848723,tgs3wjhk,Nadia,Gouri Ghosh,Bishnupur Girls High School(HS),School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6032845705287.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1437,No,,2007,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6517853517843.jpg,Yes,Pour Flush Latrine,,2008,3,9,0,0,0,Yes,No,,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20127637,04-01-2011 01:25:31 UTC,SSSDC-HARIHAR,21.69405275,88.39892402,rom09179,South 24 Parganas,bimal jana,g plot vivekananda vidya mandir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto145527801517.jpg,Yes,Mark II,,Has its own water point/system,1687,No,,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1729197418216.jpg,Yes,VIP,,2006,847,847,840,840,20,Yes,No,,Yes,Yes,Yes,After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20109253,30-08-2013 07:51:41 UTC,SARBODAY SANGHA,21.95555776,87.87515031,s0mha6an,East Medinipur,Gopal Ch Maity,Keuchia Nilkantha Vidyaniketan,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto34984662078202.jpg,Yes,Mark II,,Has its own water point/system,769,Yes,255,2011,No,,No,Long Down Times|Irregular Supply|Low Water Pressure|Broken Parts/System|Seasonal Shortages,March|April|May|June|July|August,,No,,Yes,60,Political Reasons|Parts Not Available,No,,,Yes,,No,System is Down for Maintenance or Repair|Seasonal Shortages|Others,Not Applicable,,,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto35045742797195.jpg,Yes,Pour Flush Latrine,,2005,2,3,2,4,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|After Eating|Before Eating|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
